300100000730050	871	cp_audit
3783748	3	cp_audit
3783822	426	cp_audit
3783988	668	cp_audit
3783826	107	cp_audit
3783824	7	cp_audit
3785576	255	cp_audit
3783626	769	cp_audit
3785572	489	cp_audit
3783984	390	cp_audit
3783986	3	cp_audit
3783902	547	cp_audit
3783904	3421	cp_audit
3783906	1446	cp_audit
3784072	158	cp_audit
300100000630000	988	cp_audit
300100000730060	726	cp_audit
3783990	279	cp_audit
3783758	73	cp_audit
300100000430030	3519	cp_audit
3783592	1150	cp_audit
3783590	150	cp_audit
3783594	16	cp_audit
3783610	120	cp_audit
3783598	126	cp_audit
3783690	5	cp_audit
3783854	321	cp_audit
3783694	889	cp_audit
3783696	61	cp_audit
3783914	723	cp_audit
300100000730070	2949	cp_audit
3783972	105	cp_audit
300100000330000	8731	cp_audit
3770760	219	cp_audit
300100000430020	5129	cp_audit
3783608	170	cp_audit
3783762	3615	cp_audit
3783846	583	cp_audit
3783968	1164	cp_audit
3783756	17	cp_audit
3783842	1268	cp_audit
3783686	790	cp_audit
3783962	275	cp_audit
3783684	59	cp_audit
3783848	370	cp_audit
300100000730040	2414	cp_audit
3948518	15	cp_audit
3783716	2	cp_audit
3785584	472	cp_audit
3785588	489	cp_audit
3783778	794	cp_audit
3823632	289	cp_audit
300100000730080	1426	cp_audit
3783774	2	cp_audit
3783578	84	cp_audit
3783978	50	cp_audit
3771446	73	cp_audit
300100000630050	3323	cp_audit
3783876	1317	cp_audit
3784100	95	cp_audit
3783878	780	cp_audit
3784102	154	cp_audit
3783974	1279	cp_audit
3783976	13	cp_audit
3784028	56	cp_audit
3785590	474	cp_audit
3785598	1567	cp_audit
3785618	1029	cp_audit
3783663	1190	cp_nonaudit
3783945	1410	cp_nonaudit
3783543	126	cp_nonaudit
3783949	784	cp_nonaudit
3784035	269	cp_nonaudit
3783867	24	cp_nonaudit
3783865	1669	cp_nonaudit
3785603	1080	cp_nonaudit
3783893	1807	cp_nonaudit
3783897	343	cp_nonaudit
3783895	135	cp_nonaudit
3783655	96	cp_nonaudit
3821749	1791	cp_nonaudit
3783953	1322	cp_nonaudit
3783955	4	cp_nonaudit
3784081	370	cp_nonaudit
3783711	143	cp_nonaudit
3783713	193	cp_nonaudit
3783549	835	cp_nonaudit
3783851	793	cp_nonaudit
3783793	27	cp_nonaudit
3783817	556	cp_nonaudit
3783799	753	cp_nonaudit
3783815	187	cp_nonaudit
3903563	63	cp_nonaudit
-1	20490	cp_nonaudit
3785631	44	cp_nonaudit
3783883	863	cp_nonaudit
3783885	7477	cp_nonaudit
3783643	97	cp_nonaudit
3783645	3347	cp_nonaudit
3785559	258	cp_nonaudit
3783727	655	cp_nonaudit
3783927	113	cp_nonaudit
3783925	819	cp_nonaudit
3783921	21	cp_nonaudit
3783805	476	cp_nonaudit
3783531	695	cp_nonaudit
3783731	12	cp_nonaudit
4070487	2380	cp_nonaudit
3783837	81	cp_nonaudit
3783637	1600	cp_nonaudit
3783635	268	cp_nonaudit
3783633	210	cp_nonaudit
3783631	1938	cp_nonaudit
3783935	1550	cp_nonaudit
3783937	100	cp_nonaudit
3783933	2317	cp_nonaudit
3783747	108	cp_nonaudit
3783749	1	cp_nonaudit
3785579	201	cp_nonaudit
3783981	1045	cp_nonaudit
3783625	706	cp_nonaudit
3783627	4058	cp_nonaudit
3785573	50	cp_nonaudit
3783903	1915	cp_nonaudit
3783907	8022	cp_nonaudit
3784071	959	cp_nonaudit
3784075	7298	cp_nonaudit
3783755	160	cp_nonaudit
3783757	3133	cp_nonaudit
3783591	979	cp_nonaudit
3783611	193	cp_nonaudit
3783599	1053	cp_nonaudit
3783615	210	cp_nonaudit
3783691	653	cp_nonaudit
3783697	330	cp_nonaudit
3783919	4218	cp_nonaudit
3783699	290	cp_nonaudit
3783917	1	cp_nonaudit
3783913	30	cp_nonaudit
3948521	18	cp_nonaudit
3783769	212	cp_nonaudit
3783603	148	cp_nonaudit
3783601	2670	cp_nonaudit
3783767	2191	cp_nonaudit
3783763	64	cp_nonaudit
3783609	974	cp_nonaudit
3783569	585	cp_nonaudit
3783561	6430	cp_nonaudit
3783969	1892	cp_nonaudit
3783689	419	cp_nonaudit
3783685	378	cp_nonaudit
3784099	125	cp_nonaudit
3783673	1068	cp_nonaudit
4070191	183	cp_nonaudit
3783773	440	cp_nonaudit
3783771	1164	cp_nonaudit
3783579	2953	cp_nonaudit
3784025	123	cp_nonaudit
3783875	71	cp_nonaudit
3771443	2335	cp_nonaudit
3783843	104	cp_nonaudit
3785613	1	cp_nonaudit
3785591	148	cp_nonaudit
3785611	2359	cp_nonaudit
3785593	1590	cp_nonaudit
3785617	182	cp_nonaudit
3785597	144	cp_nonaudit
3783682	8	sp_audit
3783944	195	sp_audit
3783542	226	sp_audit
3783948	8	sp_audit
3783700	119	sp_audit
300100000630040	555	sp_audit
3783784	2	sp_audit
3783782	40	sp_audit
3784032	130	sp_audit
3783780	298	sp_audit
3785604	10	sp_audit
3785608	351	sp_audit
300100000730020	146	sp_audit
300100000330030	368	sp_audit
3783892	10	sp_audit
3001000007300100	93	sp_audit
3783654	603	sp_audit
3783898	263	sp_audit
3783650	4	sp_audit
3783952	116	sp_audit
3783854	32	sp_audit
3783718	10	sp_audit
3783958	26	sp_audit
3783712	30	sp_audit
300100000430000	923	sp_audit
3783792	184	sp_audit
-1	4585	sp_audit
3794328	6	sp_audit
300100000630030	237	sp_audit
3783628	1	sp_audit
300100000730030	751	sp_audit
3783640	25	sp_audit
300100000330010	566	sp_audit
3784098	23	sp_audit
3785556	259	sp_audit
300100000730080	136	sp_audit
3783704	63	sp_audit
3783920	63	sp_audit
3785572	48	sp_audit
3783544	307	sp_audit
300100000630020	789	sp_audit
300100000730000	137	sp_audit
3785624	20	sp_audit
3903564	96	sp_audit
3783734	108	sp_audit
3783732	76	sp_audit
3783730	45	sp_audit
3783738	42	sp_audit
3783834	4	sp_audit
3785562	39	sp_audit
3783832	1	sp_audit
3783632	50	sp_audit
300100000730090	176	sp_audit
3783936	89	sp_audit
3784068	30	sp_audit
3783930	44	sp_audit
3783938	64	sp_audit
300100000630010	351	sp_audit
300100000430010	561	sp_audit
300100000730010	138	sp_audit
3783742	261	sp_audit
3783740	43	sp_audit
300100000730050	101	sp_audit
300100000330020	485	sp_audit
3783822	45	sp_audit
3783988	72	sp_audit
3783826	18	sp_audit
3783824	1	sp_audit
3785576	28	sp_audit
3783626	94	sp_audit
3783620	502	sp_audit
3783984	48	sp_audit
3783902	68	sp_audit
3783904	368	sp_audit
3783906	181	sp_audit
3784072	20	sp_audit
300100000630000	107	sp_audit
300100000730060	85	sp_audit
3783990	38	sp_audit
3783758	7	sp_audit
300100000430030	373	sp_audit
3783592	149	sp_audit
3783590	12	sp_audit
3783594	1	sp_audit
3783610	7	sp_audit
3783598	15	sp_audit
3783690	1	sp_audit
3783692	184	sp_audit
3783694	96	sp_audit
3783696	4	sp_audit
3783914	82	sp_audit
300100000730070	363	sp_audit
3783972	13	sp_audit
300100000330000	1011	sp_audit
3770760	26	sp_audit
300100000430020	573	sp_audit
3783608	18	sp_audit
3783762	400	sp_audit
3783846	74	sp_audit
3783968	136	sp_audit
3783756	1	sp_audit
3783842	128	sp_audit
3783686	84	sp_audit
3783962	37	sp_audit
3783684	4	sp_audit
3783848	47	sp_audit
300100000730040	304	sp_audit
3948518	3	sp_audit
3785584	51	sp_audit
3785588	68	sp_audit
3783778	91	sp_audit
3823632	31	sp_audit
3783578	9	sp_audit
3783978	5	sp_audit
3771446	13	sp_audit
300100000630050	391	sp_audit
3783876	168	sp_audit
3784100	18	sp_audit
3783878	92	sp_audit
3784102	15	sp_audit
3783974	155	sp_audit
3783976	3	sp_audit
3784028	4	sp_audit
3785590	49	sp_audit
3785598	164	sp_audit
3785618	130	sp_audit
3783663	136	sp_nonaudit
3783549	79	sp_nonaudit
3783543	15	sp_nonaudit
3783949	82	sp_nonaudit
3784035	42	sp_nonaudit
3783599	123	sp_nonaudit
3783867	2	sp_nonaudit
3783865	186	sp_nonaudit
3785603	137	sp_nonaudit
3783893	213	sp_nonaudit
3783897	40	sp_nonaudit
3783895	14	sp_nonaudit
3783655	12	sp_nonaudit
3821749	190	sp_nonaudit
3783953	162	sp_nonaudit
3783955	2	sp_nonaudit
3784081	46	sp_nonaudit
3783711	26	sp_nonaudit
3783713	15	sp_nonaudit
3783945	150	sp_nonaudit
3783851	86	sp_nonaudit
3783793	4	sp_nonaudit
3783817	85	sp_nonaudit
3783799	83	sp_nonaudit
3783815	28	sp_nonaudit
3903563	12	sp_nonaudit
-1	2286	sp_nonaudit
3785631	4	sp_nonaudit
3783883	89	sp_nonaudit
3783885	849	sp_nonaudit
3783643	9	sp_nonaudit
3783645	374	sp_nonaudit
3785559	19	sp_nonaudit
3783727	72	sp_nonaudit
3783927	8	sp_nonaudit
3783925	78	sp_nonaudit
3783921	3	sp_nonaudit
3783805	57	sp_nonaudit
3783531	64	sp_nonaudit
4070487	254	sp_nonaudit
3783837	13	sp_nonaudit
3783637	162	sp_nonaudit
3783635	22	sp_nonaudit
3783633	27	sp_nonaudit
3783631	234	sp_nonaudit
3783935	177	sp_nonaudit
3783937	11	sp_nonaudit
3783933	256	sp_nonaudit
3783747	18	sp_nonaudit
3785579	19	sp_nonaudit
3783981	117	sp_nonaudit
3783625	66	sp_nonaudit
3783627	475	sp_nonaudit
3785573	5	sp_nonaudit
3783903	195	sp_nonaudit
3783907	928	sp_nonaudit
3784071	115	sp_nonaudit
3784075	841	sp_nonaudit
3783755	13	sp_nonaudit
3783757	332	sp_nonaudit
3783591	99	sp_nonaudit
3783611	25	sp_nonaudit
3784099	14	sp_nonaudit
3783615	17	sp_nonaudit
3783691	76	sp_nonaudit
3783697	38	sp_nonaudit
3783919	440	sp_nonaudit
3783699	35	sp_nonaudit
3783913	2	sp_nonaudit
3948521	2	sp_nonaudit
3783769	27	sp_nonaudit
3783603	23	sp_nonaudit
3783601	304	sp_nonaudit
3783767	217	sp_nonaudit
3783763	7	sp_nonaudit
3783609	109	sp_nonaudit
3783569	62	sp_nonaudit
3783561	718	sp_nonaudit
3783969	206	sp_nonaudit
3783843	9	sp_nonaudit
3783685	39	sp_nonaudit
3783673	102	sp_nonaudit
4070191	16	sp_nonaudit
3783773	46	sp_nonaudit
3783771	126	sp_nonaudit
3783579	327	sp_nonaudit
3784025	11	sp_nonaudit
3783875	10	sp_nonaudit
3771443	246	sp_nonaudit
3783689	48	sp_nonaudit
3785591	16	sp_nonaudit
3785611	261	sp_nonaudit
3785593	184	sp_nonaudit
3785617	17	sp_nonaudit
3785597	17	sp_nonaudit
3783662	1	fusion
3783663	861	fusion
3783848	370	fusion
3783945	1022	fusion
3783944	1741	fusion
3783706	1	fusion
3783543	99	fusion
3783542	2180	fusion
3783949	610	fusion
3783544	2661	fusion
3783700	1175	fusion
3784035	254	fusion
300100000630040	5325	fusion
3783599	806	fusion
3783782	374	fusion
3784032	1350	fusion
3783780	2512	fusion
3783867	19	fusion
3783865	1074	fusion
3785603	941	fusion
3785604	137	fusion
3785608	3263	fusion
300100000730020	1270	fusion
3783893	1410	fusion
3783892	55	fusion
300100000330020	4320	fusion
3783897	235	fusion
3783895	105	fusion
3783655	59	fusion
3783654	5238	fusion
3783898	2657	fusion
3783650	28	fusion
3783952	982	fusion
3783953	1036	fusion
3783854	321	fusion
3783718	137	fusion
3783955	12	fusion
3784081	331	fusion
3783958	210	fusion
3783711	235	fusion
3783712	314	fusion
3783713	119	fusion
3783549	480	fusion
3783697	221	fusion
3783792	1601	fusion
3783793	20	fusion
3783696	61	fusion
3783817	620	fusion
3783799	655	fusion
3783815	210	fusion
3903563	72	fusion
-1	21885	fusion
3794328	38	fusion
300100000630030	2028	fusion
3783628	5	fusion
300100000730030	7081	fusion
3783883	612	fusion
3783885	5665	fusion
3783643	37	fusion
3783640	201	fusion
3783778	794	fusion
3784098	246	fusion
3783645	2198	fusion
3785554	3	fusion
3785576	255	fusion
3785556	2320	fusion
4070191	104	fusion
3785573	27	fusion
3948518	15	fusion
3785559	94	fusion
3783727	497	fusion
3783927	40	fusion
300100000730080	1426	fusion
3783925	559	fusion
3783704	630	fusion
3783921	7	fusion
3783920	664	fusion
3783748	3	fusion
3785572	489	fusion
3783805	427	fusion
3783948	75	fusion
300100000630020	7077	fusion
300100000730000	1313	fusion
3783986	3	fusion
3785624	164	fusion
3903564	822	fusion
3783531	288	fusion
3783734	902	fusion
3783732	602	fusion
3783730	498	fusion
3783738	292	fusion
4070487	1613	fusion
3783834	19	fusion
3783837	64	fusion
300100000430010	5042	fusion
3783832	24	fusion
3783637	1283	fusion
3783635	127	fusion
3783633	167	fusion
3783632	454	fusion
300100000730090	1771	fusion
3783935	1002	fusion
3783936	690	fusion
3784068	237	fusion
3783930	311	fusion
3783933	1705	fusion
3785631	39	fusion
3783938	432	fusion
3948521	31	fusion
300100000630010	2871	fusion
3785562	356	fusion
300100000730010	1053	fusion
3783742	2492	fusion
3783740	384	fusion
3783747	88	fusion
300100000730050	871	fusion
3001000007300100	738	fusion
3783822	426	fusion
3783988	668	fusion
3783826	107	fusion
3783824	7	fusion
3785579	155	fusion
3783981	822	fusion
3783625	486	fusion
3783626	769	fusion
3783627	3393	fusion
3783620	4373	fusion
3783984	390	fusion
3783603	182	fusion
3783903	1531	fusion
3783902	547	fusion
3783904	3421	fusion
3783907	6893	fusion
3783906	1446	fusion
3784071	748	fusion
3784072	158	fusion
3770760	219	fusion
3784075	6043	fusion
300100000630000	988	fusion
300100000730060	726	fusion
3783631	1404	fusion
300100000430020	5129	fusion
300100000430000	7922	fusion
3783755	95	fusion
3783990	279	fusion
3783757	2319	fusion
300100000330030	3290	fusion
300100000430030	3519	fusion
3783592	1150	fusion
3783590	150	fusion
3783591	736	fusion
3783763	44	fusion
3783594	16	fusion
3783611	148	fusion
3783610	120	fusion
3783598	126	fusion
3783609	675	fusion
3783615	95	fusion
3783691	559	fusion
3783690	5	fusion
3783692	1636	fusion
3783694	889	fusion
3783851	605	fusion
3783919	3061	fusion
3783699	246	fusion
3783914	723	fusion
3783913	5	fusion
300100000730070	2949	fusion
3784102	154	fusion
3783769	245	fusion
300100000330000	8731	fusion
3783601	2155	fusion
3783767	1287	fusion
3783608	170	fusion
3783762	3615	fusion
3783784	3	fusion
3783569	421	fusion
3783561	4764	fusion
3783969	1340	fusion
3783968	1164	fusion
3783756	17	fusion
3783842	1268	fusion
3783689	355	fusion
3783686	790	fusion
3783962	275	fusion
3783684	59	fusion
3783685	212	fusion
3783682	50	fusion
300100000730040	2414	fusion
3783758	73	fusion
3783716	2	fusion
3785584	472	fusion
3785588	489	fusion
3784099	78	fusion
3783673	587	fusion
300100000330010	5271	fusion
3821749	1180	fusion
3823632	289	fusion
3783937	51	fusion
3783773	304	fusion
3783771	713	fusion
3783846	583	fusion
3783774	2	fusion
3783578	84	fusion
3783579	2087	fusion
3783978	50	fusion
3784025	96	fusion
3771446	73	fusion
3783875	46	fusion
300100000630050	3323	fusion
3771443	1548	fusion
3783876	1317	fusion
3784100	95	fusion
3783878	780	fusion
3783972	105	fusion
3783843	47	fusion
3783974	1279	fusion
3783976	13	fusion
3784028	56	fusion
3785590	474	fusion
3785591	122	fusion
3785611	1520	fusion
3785593	1255	fusion
3785617	71	fusion
3785597	90	fusion
3785598	1567	fusion
3783926	3	fusion
3785618	1029	fusion
